sender_name,sender_status,sender_university,h_index,academic_age,paper_domain,institution_continent,matching_continent,replied,is_positive_reply
Faisal Khan,Class project,New York University,31.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,2.0,3.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,18.0,13.0,Physical Sciences,East Asia,No Match,1,1
Faisal Khan,Class project,San Diego State University,21.0,13.0,Life Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,2.0,10.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,22.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,27.0,13.0,Physical Sciences,Southern Europe,No Match,1,1
Faisal Khan,Class project,New York University,5.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,26.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,27.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,15.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,8.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,36.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,36.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,35.0,13.0,Social Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,8.0,13.0,Physical Sciences,East Asia,No Match,1,1
Faisal Khan,Journal Article,Louisiana State University,7.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,31.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,14.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,16.0,10.0,Health Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,15.0,13.0,Physical Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,New York University,14.0,13.0,Physical Sciences,South Asia,Match Asian,0,0
Faisal Khan,Class project,New York University,11.0,13.0,Physical Sciences,Southeast Asia,No Match,1,1
Faisal Khan,Journal Article,Louisiana State University,53.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,22.0,11.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,2.0,6.0,Social Sciences,West Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,42.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,15.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,4.0,6.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,16.0,13.0,Life Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,31.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,22.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,33.0,13.0,Life Sciences,Southeast Asia,No Match,0,0
Faisal Khan,Class project,New York University,10.0,13.0,Social Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,8.0,12.0,Physical Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,New York University,13.0,13.0,Physical Sciences,Southern Africa,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,14.0,13.0,Health Sciences,Southern Europe,No Match,1,1
Faisal Khan,Class project,Louisiana State University,7.0,7.0,Physical Sciences,Northern Europe,No Match,1,1
Faisal Khan,Journal Article,San Diego State University,4.0,12.0,Health Sciences,Australia and New Zealand,No Match,0,0
Faisal Khan,Class project,New York University,21.0,13.0,Health Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,18.0,12.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,6.0,12.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,3.0,4.0,Life Sciences,South Asia,Match Asian,0,0
Faisal Khan,Journal Article,Louisiana State University,16.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,34.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,42.0,12.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,27.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,26.0,13.0,Social Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,20.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,32.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,18.0,7.0,Physical Sciences,Eastern Europe,No Match,0,0
Faisal Khan,Class project,New York University,16.0,10.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,40.0,13.0,Physical Sciences,Southern Europe,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,45.0,13.0,Physical Sciences,West Asia,No Match,1,1
Faisal Khan,Class project,Louisiana State University,14.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,3.0,8.0,Physical Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,6.0,7.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,2.0,2.0,Physical Sciences,Southern Cone,No Match,1,1
Faisal Khan,Class project,New York University,19.0,13.0,Social Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,18.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,35.0,12.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,24.0,13.0,Health Sciences,Western Europe,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,24.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,30.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,20.0,13.0,Life Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,30.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,8.0,13.0,Health Sciences,West Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,29.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,17.0,13.0,Social Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,27.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,34.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,10.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,30.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,38.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,16.0,13.0,Life Sciences,Western Europe,No Match,1,1
Faisal Khan,Class project,San Diego State University,23.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,55.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,51.0,13.0,Physical Sciences,Southern Cone,No Match,1,1
Faisal Khan,Class project,San Diego State University,19.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,53.0,13.0,Health Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,San Diego State University,43.0,13.0,Health Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,12.0,13.0,Physical Sciences,East Asia,No Match,1,1
Faisal Khan,Journal Article,New York University,7.0,8.0,Physical Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,Louisiana State University,20.0,13.0,Health Sciences,East Asia,No Match,1,0
Faisal Khan,Journal Article,Louisiana State University,1.0,13.0,Social Sciences,East Asia,No Match,1,1
Faisal Khan,Journal Article,New York University,48.0,13.0,Life Sciences,Australia and New Zealand,No Match,0,0
Faisal Khan,Class project,New York University,17.0,13.0,Physical Sciences,East Asia,No Match,1,1
Faisal Khan,Journal Article,Louisiana State University,60.0,13.0,Physical Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,New York University,43.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,38.0,13.0,Physical Sciences,,No Match,0,0
Faisal Khan,Class project,Louisiana State University,33.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,39.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,28.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,30.0,13.0,Physical Sciences,Northern America,No Match,1,1
Faisal Khan,Class project,Louisiana State University,31.0,13.0,Health Sciences,Eastern Europe,No Match,1,0
Faisal Khan,Journal Article,New York University,13.0,4.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,28.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,3.0,6.0,Physical Sciences,Southeast Asia,No Match,1,1
Faisal Khan,Journal Article,New York University,21.0,13.0,Physical Sciences,West Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,38.0,13.0,Health Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,23.0,13.0,Physical Sciences,Southern Europe,No Match,0,0
Faisal Khan,Class project,San Diego State University,6.0,12.0,Physical Sciences,Western Europe,No Match,0,0
Faisal Khan,Journal Article,New York University,60.0,13.0,Physical Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,San Diego State University,23.0,13.0,Physical Sciences,West Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,14.0,13.0,Health Sciences,Southern Cone,No Match,0,0
Faisal Khan,Journal Article,New York University,18.0,7.0,Health Sciences,Eastern Europe,No Match,0,0
Faisal Khan,Class project,Louisiana State University,56.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,40.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,11.0,8.0,Physical Sciences,,No Match,0,0
Faisal Khan,Class project,Louisiana State University,15.0,13.0,Physical Sciences,East Asia,No Match,1,1
Faisal Khan,Journal Article,New York University,72.0,13.0,Physical Sciences,Eastern Europe,No Match,0,0
Faisal Khan,Class project,San Diego State University,12.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,28.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,45.0,13.0,Physical Sciences,Central Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,20.0,13.0,Social Sciences,Northern Europe,No Match,0,0
Faisal Khan,Class project,San Diego State University,21.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,6.0,11.0,Physical Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,San Diego State University,11.0,8.0,Social Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,San Diego State University,3.0,3.0,Social Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,33.0,13.0,Life Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,6.0,13.0,Social Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,6.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,54.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,29.0,13.0,Life Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,12.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,7.0,13.0,Social Sciences,Western Europe,No Match,1,1
Faisal Khan,Journal Article,New York University,25.0,13.0,Physical Sciences,Northern America,No Match,1,1
Faisal Khan,Class project,New York University,35.0,13.0,Life Sciences,Western Europe,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,62.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,17.0,13.0,Social Sciences,East Asia,No Match,1,1
Faisal Khan,Class project,Louisiana State University,22.0,13.0,Health Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,29.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,43.0,13.0,Physical Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,Louisiana State University,16.0,13.0,Life Sciences,Northern Europe,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,24.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,19.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,11.0,6.0,Health Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,Louisiana State University,21.0,13.0,Social Sciences,Northern Europe,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,31.0,13.0,Life Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,43.0,13.0,Social Sciences,Western Europe,No Match,0,0
Faisal Khan,Class project,Louisiana State University,1.0,3.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,46.0,13.0,Health Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,40.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,26.0,13.0,Physical Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,Louisiana State University,0.0,4.0,Social Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,53.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,21.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,14.0,12.0,Health Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,2.0,12.0,Social Sciences,,No Match,1,1
Faisal Khan,Journal Article,New York University,12.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,79.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,20.0,13.0,Physical Sciences,Northern Europe,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,17.0,13.0,Social Sciences,Australia and New Zealand,No Match,0,0
Faisal Khan,Journal Article,New York University,12.0,13.0,Life Sciences,South Asia,Match Asian,0,0
Faisal Khan,Class project,New York University,15.0,13.0,Physical Sciences,Central America,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,9.0,12.0,Physical Sciences,Australia and New Zealand,No Match,1,1
Faisal Khan,Journal Article,New York University,47.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,26.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,5.0,8.0,Social Sciences,Northern Europe,No Match,0,0
Faisal Khan,Journal Article,New York University,7.0,11.0,Physical Sciences,South Asia,Match Asian,0,0
Faisal Khan,Journal Article,Louisiana State University,33.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,3.0,4.0,Social Sciences,South Asia,Match Asian,0,0
Faisal Khan,Journal Article,Louisiana State University,37.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,8.0,9.0,Physical Sciences,West Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,36.0,13.0,Life Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,20.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,84.0,13.0,Life Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,12.0,10.0,Physical Sciences,Northern Europe,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,3.0,4.0,Health Sciences,Western Europe,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,9.0,13.0,Social Sciences,South Asia,Match Asian,0,0
Faisal Khan,Journal Article,New York University,17.0,13.0,Physical Sciences,West Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,37.0,13.0,Health Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,3.0,13.0,Social Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,New York University,55.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,11.0,13.0,Health Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,New York University,13.0,10.0,Physical Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,23.0,13.0,Social Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,45.0,13.0,Life Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,44.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,23.0,12.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,14.0,13.0,Physical Sciences,South Asia,Match Asian,1,1
Faisal Khan,Class project,Louisiana State University,15.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,41.0,13.0,Physical Sciences,Southeast Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,56.0,13.0,Life Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,56.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,5.0,6.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,28.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,28.0,13.0,Health Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,Louisiana State University,87.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,1.0,4.0,Social Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,New York University,34.0,9.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,31.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,115.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,1.0,7.0,Health Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,20.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,37.0,11.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,24.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,17.0,13.0,Physical Sciences,East Asia,No Match,1,1
Faisal Khan,Class project,San Diego State University,21.0,13.0,Life Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,11.0,11.0,Physical Sciences,East Asia,No Match,1,1
Faisal Khan,Class project,Louisiana State University,40.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,45.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,1.0,2.0,Health Sciences,,No Match,0,0
Faisal Khan,Class project,San Diego State University,5.0,10.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,71.0,13.0,Health Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,9.0,12.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,26.0,13.0,Life Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,46.0,13.0,Health Sciences,West Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,12.0,13.0,Physical Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,Louisiana State University,19.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,26.0,13.0,Life Sciences,Eastern Europe,No Match,0,0
Faisal Khan,Journal Article,New York University,35.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,13.0,13.0,Physical Sciences,West Asia,No Match,1,1
Faisal Khan,Class project,San Diego State University,36.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,41.0,13.0,Life Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,10.0,10.0,Social Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,18.0,13.0,Physical Sciences,West Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,35.0,13.0,Social Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,52.0,13.0,Health Sciences,West Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,23.0,13.0,Health Sciences,Southern Europe,No Match,0,0
Faisal Khan,Class project,San Diego State University,3.0,7.0,Life Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,37.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,9.0,12.0,Physical Sciences,West Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,27.0,13.0,Health Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,16.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,52.0,13.0,Health Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,31.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,68.0,13.0,Life Sciences,Northern Europe,No Match,0,0
Faisal Khan,Class project,San Diego State University,6.0,12.0,Social Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,New York University,12.0,9.0,Physical Sciences,North Africa,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,20.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,20.0,6.0,Health Sciences,South Asia,Match Asian,1,1
Faisal Khan,Class project,New York University,51.0,13.0,Social Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,3.0,12.0,Health Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,New York University,39.0,13.0,Health Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,New York University,6.0,10.0,Physical Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,11.0,13.0,Health Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,10.0,13.0,Physical Sciences,South Asia,Match Asian,0,0
Faisal Khan,Class project,Louisiana State University,17.0,13.0,Physical Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,San Diego State University,40.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,16.0,13.0,Health Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,62.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,3.0,11.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,17.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,36.0,13.0,Physical Sciences,Southeast Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,37.0,13.0,Health Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,18.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,40.0,13.0,Life Sciences,South Asia,Match Asian,0,0
Faisal Khan,Class project,San Diego State University,59.0,13.0,Health Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,San Diego State University,14.0,6.0,Health Sciences,Australia and New Zealand,No Match,1,1
Faisal Khan,Class project,San Diego State University,24.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,25.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,21.0,13.0,Physical Sciences,Southern Europe,No Match,1,1
Faisal Khan,Class project,New York University,49.0,13.0,Life Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,5.0,8.0,Physical Sciences,East Asia,No Match,1,0
Faisal Khan,Journal Article,New York University,1.0,2.0,Health Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,81.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,8.0,11.0,Health Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,New York University,34.0,13.0,Physical Sciences,South Asia,Match Asian,0,0
Faisal Khan,Journal Article,San Diego State University,6.0,10.0,Health Sciences,South Asia,Match Asian,0,0
Faisal Khan,Class project,New York University,47.0,13.0,Health Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,18.0,13.0,Health Sciences,Central America,No Match,1,1
Faisal Khan,Class project,Louisiana State University,59.0,13.0,Physical Sciences,Southern Europe,No Match,1,1
Faisal Khan,Journal Article,San Diego State University,7.0,7.0,Physical Sciences,North Africa,No Match,0,0
Faisal Khan,Class project,Louisiana State University,17.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,32.0,13.0,Health Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,24.0,13.0,Health Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,2.0,3.0,Social Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,18.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,12.0,13.0,Social Sciences,Northern America,No Match,0,0
Faisal Khan,Class project,New York University,48.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,26.0,11.0,Physical Sciences,South Asia,Match Asian,0,0
Faisal Khan,Class project,San Diego State University,57.0,13.0,Physical Sciences,East Asia,No Match,1,1
Faisal Khan,Journal Article,Louisiana State University,29.0,13.0,Social Sciences,West Asia,No Match,0,0
Faisal Khan,Class project,San Diego State University,20.0,13.0,Health Sciences,Northern America,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,8.0,13.0,Physical Sciences,Southern Cone,No Match,0,0
Faisal Khan,Class project,San Diego State University,4.0,4.0,Physical Sciences,Australia and New Zealand,No Match,0,0
Faisal Khan,Class project,Louisiana State University,25.0,13.0,Social Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,New York University,40.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,Louisiana State University,57.0,13.0,Life Sciences,South Asia,Match Asian,0,0
Faisal Khan,Journal Article,San Diego State University,12.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Class project,New York University,15.0,13.0,Physical Sciences,East Asia,No Match,1,1
Faisal Khan,Class project,New York University,11.0,13.0,Social Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,Louisiana State University,14.0,13.0,Life Sciences,Eastern Europe,No Match,1,1
Faisal Khan,Journal Article,San Diego State University,11.0,13.0,Physical Sciences,South Asia,Match Asian,0,0
Faisal Khan,Journal Article,Louisiana State University,17.0,13.0,Physical Sciences,East Asia,No Match,0,0
Faisal Khan,Journal Article,San Diego State University,10.0,13.0,Physical Sciences,West Asia,No Match,1,1
Faisal Khan,Journal Article,New York University,54.0,13.0,Physical Sciences,East Asia,No Match,0,0
