Venue,Status,Sender,h_index,academic_age,paper_domain,matching_country,replied,positive_reply
Scientific Reports,Opened,nigerian,31.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,4.0,3.0,Social Sciences,No Match,0,0.0
Nature,Opened,nigerian,124.0,13.0,Physical Sciences,No Match,1,0.0
Nature,Opened,german,28.0,13.0,Physical Sciences,No Match,1,1.0
Nature Communications,Opened,pakistani_lums,169.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,57.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,65.0,12.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,10.0,10.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,56.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,8.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,29.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Unopened,pakistani_lums,104.0,13.0,Life Sciences,No Match,0,0.0
Nature,Unopened,german,131.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,27.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,52.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Opened,german,,,,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,41.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,german,26.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Unopened,nigerian,55.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,43.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Opened,nigerian,102.0,13.0,Physical Sciences,No Match,1,1.0
Nature Communications,Unopened,nigerian,31.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,german,2.0,1.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,pakistani_lums,,,,No Match,1,0.0
Nature Communications,Unopened,german,4.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_lums,16.0,12.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,,,,No Match,0,0.0
Science Advances,Opened,nigerian,12.0,9.0,Physical Sciences,No Match,1,1.0
Nature Communications,Unopened,pakistani_nyu,38.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,13.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,32.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,78.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,1.0,13.0,Physical Sciences,No Match,0,0.0
PNAS,Opened,pakistani_lums,40.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,26.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,8.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,25.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,22.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,german,20.0,13.0,Social Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,53.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,nigerian,18.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,nigerian,124.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,23.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,48.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,16.0,9.0,Physical Sciences,No Match,1,1.0
Nature Communications,Opened,german,16.0,11.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,german,74.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,11.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,13.0,13.0,Social Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,24.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Opened,nigerian,72.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,72.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,27.0,13.0,Physical Sciences,No Match,1,1.0
Nature,Opened,nigerian,4.0,6.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,13.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,2.0,2.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,21.0,12.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,56.0,13.0,Physical Sciences,No Match,0,1.0
Scientific Reports,Opened,german,7.0,13.0,Social Sciences,No Match,1,1.0
Nature Communications,Unopened,nigerian,19.0,12.0,Physical Sciences,No Match,0,0.0
Nature,Opened,german,37.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,german,52.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,23.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,9.0,12.0,Life Sciences,No Match,1,1.0
Scientific Reports,Unopened,pakistani_nyu,2.0,2.0,Social Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,7.0,13.0,Social Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,4.0,5.0,Physical Sciences,No Match,1,0.0
Scientific Reports,Unopened,pakistani_lums,16.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,19.0,13.0,Physical Sciences,No Match,1,1.0
Scientific Reports,Unopened,pakistani_lums,37.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,44.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Unopened,pakistani_lums,56.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,42.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Opened,nigerian,20.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,13.0,12.0,Life Sciences,No Match,0,0.0
Nature,Unopened,pakistani_nyu,5.0,4.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,23.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,41.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,146.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,32.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,7.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,36.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,6.0,10.0,Life Sciences,No Match,0,0.0
Nature,Unopened,pakistani_nyu,35.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,84.0,13.0,Physical Sciences,Match German,1,1.0
Nature Communications,Opened,pakistani_lums,61.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,2.0,9.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,58.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,4.0,11.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,11.0,6.0,Social Sciences,No Match,0,0.0
Nature,Opened,pakistani_nyu,63.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,27.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Unopened,pakistani_lums,66.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,17.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,5.0,13.0,Social Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,28.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,13.0,13.0,Life Sciences,No Match,1,1.0
Scientific Reports,Unopened,pakistani_nyu,30.0,13.0,Social Sciences,No Match,0,0.0
Nature,Opened,pakistani_lums,39.0,13.0,Life Sciences,No Match,1,1.0
Scientific Reports,Opened,german,6.0,8.0,Health Sciences,No Match,0,0.0
Nature,Unopened,pakistani_nyu,8.0,7.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,36.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,58.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Opened,pakistani_nyu,157.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,44.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,60.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,19.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,11.0,12.0,Physical Sciences,Match Nigerian,0,0.0
Nature,Opened,nigerian,,,,No Match,0,0.0
Nature Communications,Unopened,german,44.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,german,4.0,8.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,46.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,7.0,7.0,Life Sciences,No Match,1,1.0
Nature Communications,Unopened,pakistani_nyu,110.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,german,71.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Unopened,nigerian,33.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Opened,pakistani_lums,54.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,6.0,10.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,3.0,9.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,109.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Unopened,pakistani_lums,61.0,13.0,Physical Sciences,No Match,0,0.0
PNAS,Opened,pakistani_lums,20.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,12.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,52.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,91.0,13.0,Physical Sciences,No Match,1,0.0
Scientific Reports,Unopened,pakistani_nyu,30.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,47.0,13.0,Physical Sciences,Match Asian,0,0.0
Nature Communications,Opened,nigerian,69.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,20.0,13.0,Life Sciences,No Match,0,0.0
Nature,Opened,nigerian,124.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,3.0,4.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,69.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Unopened,german,23.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,30.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Opened,pakistani_lums,10.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,58.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,31.0,13.0,Physical Sciences,Match German,0,0.0
Nature Communications,Unopened,pakistani_nyu,8.0,6.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,42.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,204.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,12.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,37.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,9.0,13.0,Health Sciences,No Match,1,1.0
Scientific Reports,Opened,pakistani_nyu,13.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,59.0,13.0,Physical Sciences,No Match,0,0.0
Nature Human Behaviour,Opened,nigerian,43.0,13.0,Life Sciences,No Match,1,1.0
Nature Communications,Unopened,pakistani_nyu,,,,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,14.0,13.0,Physical Sciences,Match Asian,0,0.0
Nature Communications,Opened,german,8.0,8.0,Physical Sciences,Match German,1,1.0
Nature Communications,Opened,nigerian,23.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,70.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,37.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,41.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,45.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,37.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,45.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,,,,No Match,0,0.0
Nature Communications,Unopened,nigerian,28.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,114.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,69.0,13.0,Physical Sciences,No Match,1,0.0
Scientific Reports,Unopened,nigerian,33.0,13.0,Social Sciences,No Match,0,0.0
Nature,Opened,pakistani_nyu,96.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,51.0,13.0,Physical Sciences,No Match,1,1.0
Nature Communications,Opened,german,49.0,13.0,Physical Sciences,Match German,0,0.0
Nature,Unopened,pakistani_nyu,61.0,13.0,Health Sciences,No Match,0,0.0
Nature,Opened,pakistani_nyu,40.0,13.0,Physical Sciences,No Match,1,1.0
Nature Communications,Unopened,nigerian,72.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,41.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,19.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_nyu,15.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,44.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,german,47.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,26.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,54.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,29.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,37.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,124.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,113.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,46.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,72.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,39.0,13.0,Physical Sciences,No Match,1,1.0
Scientific Reports,Unopened,german,3.0,6.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,10.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,30.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Opened,nigerian,11.0,10.0,Life Sciences,No Match,1,1.0
Nature Communications,Opened,pakistani_lums,41.0,13.0,Physical Sciences,No Match,1,1.0
Nature Communications,Unopened,nigerian,76.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,88.0,13.0,Physical Sciences,No Match,0,0.0
PNAS,Unopened,pakistani_nyu,28.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,33.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,22.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,25.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,34.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,23.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,23.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,42.0,13.0,Health Sciences,No Match,0,0.0
PNAS,Unopened,pakistani_nyu,15.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,16.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,german,47.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,79.0,13.0,Life Sciences,No Match,1,0.0
Science Advances,Unopened,german,127.0,13.0,Physical Sciences,No Match,0,0.0
PNAS,Unopened,german,111.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,19.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,38.0,13.0,Physical Sciences,No Match,1,1.0
Nature,Opened,pakistani_nyu,169.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,pakistani_lums,,,,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,85.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Opened,pakistani_nyu,38.0,13.0,Physical Sciences,No Match,1,1.0
Scientific Reports,Opened,pakistani_nyu,36.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Unopened,german,56.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,41.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,21.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,12.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,22.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,23.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,34.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,17.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,28.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Unopened,nigerian,31.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,33.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_lums,48.0,13.0,Life Sciences,No Match,0,0.0
Nature,Opened,nigerian,97.0,13.0,Health Sciences,No Match,1,1.0
Scientific Reports,Unopened,pakistani_nyu,8.0,13.0,Life Sciences,No Match,0,0.0
Nature,Unopened,pakistani_nyu,63.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_nyu,15.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,71.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_lums,53.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,3.0,3.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,18.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,16.0,12.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,29.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,5.0,11.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,1.0,1.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,51.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Unopened,nigerian,24.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,19.0,11.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,6.0,9.0,Life Sciences,Match German,0,0.0
Nature Communications,Unopened,german,12.0,7.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,10.0,6.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,1.0,1.0,Physical Sciences,No Match,0,0.0
Nature,Opened,nigerian,60.0,13.0,Physical Sciences,Match Nigerian,1,1.0
Nature Communications,Opened,pakistani_lums,42.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,52.0,13.0,Life Sciences,No Match,0,0.0
Nature,Opened,nigerian,77.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Opened,pakistani_lums,37.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,pakistani_lums,18.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,37.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,38.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,47.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,19.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Opened,german,11.0,12.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,37.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,13.0,11.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,26.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,21.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,9.0,13.0,Life Sciences,No Match,0,1.0
Nature Communications,Opened,pakistani_lums,21.0,12.0,Physical Sciences,No Match,1,1.0
Nature Communications,Unopened,nigerian,9.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,11.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,130.0,13.0,Life Sciences,No Match,0,1.0
Nature Communications,Unopened,pakistani_nyu,55.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Unopened,german,112.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,37.0,13.0,Life Sciences,No Match,1,0.0
Nature,Opened,pakistani_lums,179.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Unopened,nigerian,30.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,11.0,10.0,Physical Sciences,No Match,1,1.0
Nature Communications,Unopened,german,55.0,13.0,Health Sciences,No Match,0,0.0
Science Advances,Unopened,german,24.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_nyu,19.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,76.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,48.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,22.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,47.0,13.0,Social Sciences,No Match,0,0.0
Nature Communications,Unopened,german,34.0,13.0,Physical Sciences,Match German,0,0.0
Scientific Reports,Opened,pakistani_nyu,11.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,67.0,12.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,22.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,21.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_lums,18.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,32.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,38.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,7.0,3.0,Social Sciences,No Match,0,0.0
Nature Communications,Unopened,german,72.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,12.0,7.0,Physical Sciences,Match German,1,0.0
Nature,Unopened,nigerian,6.0,12.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,6.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,nigerian,32.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,14.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,45.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,8.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,21.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,25.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,,,,No Match,0,0.0
Nature Communications,Unopened,nigerian,37.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,9.0,12.0,Physical Sciences,No Match,0,0.0
Nature,Unopened,pakistani_nyu,19.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,9.0,12.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,22.0,13.0,Physical Sciences,No Match,1,0.0
Nature Communications,Opened,pakistani_nyu,7.0,12.0,Physical Sciences,No Match,1,1.0
Scientific Reports,Opened,pakistani_nyu,3.0,11.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,german,3.0,6.0,Physical Sciences,No Match,1,1.0
Science Advances,Opened,german,10.0,7.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,1.0,1.0,Health Sciences,No Match,0,0.0
Nature,Opened,pakistani_lums,9.0,10.0,Physical Sciences,No Match,1,1.0
Nature Communications,Unopened,pakistani_nyu,87.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,47.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,2.0,10.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,21.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,51.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,39.0,13.0,Physical Sciences,No Match,1,1.0
Science Advances,Unopened,pakistani_nyu,34.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,8.0,11.0,Physical Sciences,No Match,0,0.0
Nature,Opened,pakistani_nyu,16.0,13.0,Social Sciences,No Match,1,1.0
Nature,Unopened,pakistani_nyu,68.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,pakistani_nyu,36.0,13.0,Physical Sciences,No Match,1,1.0
Nature,Opened,german,52.0,13.0,Physical Sciences,No Match,1,1.0
Scientific Reports,Opened,nigerian,48.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,6.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,26.0,13.0,Life Sciences,No Match,1,1.0
Scientific Reports,Unopened,pakistani_nyu,33.0,13.0,Health Sciences,No Match,0,0.0
PNAS,Unopened,pakistani_lums,136.0,13.0,Social Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,2.0,2.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,4.0,8.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,14.0,11.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,36.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,43.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Opened,nigerian,12.0,11.0,Physical Sciences,No Match,1,0.0
