sender,sender_country,university_country,university_ranking,request_purpose,replied,paper_domain,h_index,academic_age
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,82.0,36.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,22.0,26.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,35.0,21.0
James Whitfield,England,England,High,journal article,0,Social Sciences,12.0,9.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,30.0,29.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,28.0,30.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,56.0,47.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,56.0,33.0
James Whitfield,England,England,High,journal article,0,Physical Sciences,28.0,15.0
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,80.0,34.0
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,74.0,28.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,44.0,33.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Health Sciences,82.0,35.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,42.0,25.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,,
James Whitfield,England,England,Low,journal article,0,Physical Sciences,102.0,33.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Physical Sciences,55.0,33.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,96.0,42.0
Kabelo Molefe,South Africa,South Africa,High,journal article,1,Health Sciences,10.0,10.0
Kabelo Molefe,South Africa,England,Low,journal article,0,,,
James Whitfield,England,South Africa,High,final course project,1,Life Sciences,40.0,21.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,34.0,28.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Health Sciences,18.0,28.0
James Whitfield,England,England,High,final course project,0,Life Sciences,19.0,17.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,26.0,46.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,29.0,33.0
James Whitfield,England,South Africa,High,journal article,1,Physical Sciences,131.0,28.0
James Whitfield,England,England,High,journal article,0,Health Sciences,20.0,25.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,74.0,27.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,59.0,38.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,47.0,28.0
Kabelo Molefe,South Africa,South Africa,High,final course project,1,Life Sciences,84.0,42.0
Kabelo Molefe,South Africa,South Africa,High,final course project,1,Health Sciences,64.0,42.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,84.0,39.0
James Whitfield,England,South Africa,Low,journal article,0,Health Sciences,15.0,20.0
James Whitfield,England,England,Low,final course project,0,Physical Sciences,52.0,
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,63.0,22.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,,37.0,37.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,48.0,18.0
James Whitfield,England,England,High,final course project,0,Life Sciences,62.0,31.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,45.0,34.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,11.0,7.0
James Whitfield,England,South Africa,Low,journal article,0,Health Sciences,16.0,18.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,120.0,28.0
Kabelo Molefe,South Africa,England,High,final course project,1,Health Sciences,128.0,29.0
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,22.0,25.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,73.0,38.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,33.0,23.0
James Whitfield,England,South Africa,Low,journal article,0,,,
Kabelo Molefe,South Africa,England,High,journal article,0,Social Sciences,227.0,38.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,73.0,
Kabelo Molefe,South Africa,England,Low,final course project,1,Life Sciences,50.0,39.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,76.0,30.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,46.0,28.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,65.0,30.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,36.0,24.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,23.0,22.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Physical Sciences,74.0,33.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,8.0,17.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,23.0,40.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,37.0,26.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,45.0,30.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,26.0,23.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,14.0,32.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,34.0,
James Whitfield,England,England,High,journal article,0,Life Sciences,26.0,15.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,18.0,15.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,25.0,49.0
James Whitfield,England,England,High,journal article,0,Life Sciences,38.0,21.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,39.0,34.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,48.0,40.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,60.0,28.0
James Whitfield,England,England,High,journal article,1,Life Sciences,59.0,28.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,45.0,30.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,115.0,
James Whitfield,England,South Africa,Low,journal article,0,Health Sciences,27.0,24.0
James Whitfield,England,England,High,journal article,0,Physical Sciences,66.0,21.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,17.0,18.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Health Sciences,40.0,39.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,79.0,42.0
James Whitfield,England,England,High,journal article,0,Physical Sciences,77.0,38.0
James Whitfield,England,England,Low,final course project,0,Physical Sciences,27.0,21.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,76.0,45.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,85.0,
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,24.0,
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,50.0,38.0
James Whitfield,England,England,Low,journal article,0,Health Sciences,22.0,19.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,26.0,26.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,35.0,45.0
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,86.0,
Kabelo Molefe,South Africa,South Africa,High,journal article,1,Life Sciences,25.0,
James Whitfield,England,England,Low,final course project,0,Health Sciences,58.0,33.0
James Whitfield,England,England,High,final course project,0,Life Sciences,21.0,22.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,64.0,
James Whitfield,England,England,High,journal article,1,Life Sciences,28.0,24.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,75.0,42.0
James Whitfield,England,England,Low,final course project,0,Physical Sciences,38.0,31.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,,,
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,63.0,32.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,33.0,34.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,37.0,17.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Health Sciences,28.0,32.0
Kabelo Molefe,South Africa,England,High,journal article,0,Health Sciences,64.0,19.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,4.0,47.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,99.0,32.0
Kabelo Molefe,South Africa,South Africa,High,journal article,1,Life Sciences,98.0,36.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,137.0,
James Whitfield,England,England,Low,final course project,0,Health Sciences,60.0,30.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,17.0,25.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,20.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,45.0,30.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,67.0,33.0
Kabelo Molefe,South Africa,England,High,journal article,0,,50.0,20.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,12.0,16.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,47.0,35.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,22.0,13.0
James Whitfield,England,South Africa,Low,journal article,1,Life Sciences,14.0,48.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,17.0,19.0
Kabelo Molefe,South Africa,England,High,final course project,1,Life Sciences,19.0,39.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,24.0,30.0
James Whitfield,England,England,Low,final course project,0,Physical Sciences,40.0,24.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,64.0,23.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,39.0,25.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,45.0,31.0
Kabelo Molefe,South Africa,South Africa,High,final course project,1,Physical Sciences,53.0,36.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,32.0,28.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,24.0,20.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,38.0,29.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,,48.0,
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,47.0,
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,,
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,51.0,
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,38.0,31.0
Kabelo Molefe,South Africa,England,Low,journal article,1,Physical Sciences,26.0,
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,33.0,
Kabelo Molefe,South Africa,England,High,final course project,0,,112.0,35.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,44.0,19.0
James Whitfield,England,South Africa,Low,journal article,1,Life Sciences,58.0,28.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,91.0,
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,31.0,28.0
James Whitfield,England,England,High,final course project,0,Life Sciences,53.0,32.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,144.0,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,45.0,21.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Health Sciences,28.0,21.0
James Whitfield,England,South Africa,High,final course project,1,Life Sciences,68.0,37.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,42.0,
James Whitfield,England,England,High,final course project,0,Physical Sciences,55.0,22.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,12.0,26.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,103.0,
James Whitfield,England,England,Low,journal article,0,Physical Sciences,24.0,21.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,17.0,12.0
Kabelo Molefe,South Africa,England,High,journal article,0,Health Sciences,21.0,40.0
James Whitfield,England,England,High,final course project,1,Life Sciences,16.0,15.0
Kabelo Molefe,South Africa,England,High,final course project,0,,32.0,19.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,84.0,33.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,37.0,29.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,50.0,24.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Physical Sciences,28.0,
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,64.0,29.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,13.0,33.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Health Sciences,10.0,17.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,22.0,
Kabelo Molefe,South Africa,England,Low,final course project,0,Health Sciences,36.0,21.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,83.0,43.0
James Whitfield,England,South Africa,High,final course project,0,Health Sciences,34.0,40.0
James Whitfield,England,South Africa,Low,journal article,1,Social Sciences,10.0,15.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,27.0,
James Whitfield,England,England,Low,journal article,0,Physical Sciences,54.0,36.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,74.0,22.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,24.0,19.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,44.0,15.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,38.0,
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,39.0,26.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Physical Sciences,101.0,38.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Health Sciences,60.0,38.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,36.0,24.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,24.0,17.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Physical Sciences,93.0,25.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,,
James Whitfield,England,England,High,journal article,0,Health Sciences,52.0,43.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,46.0,
James Whitfield,England,England,Low,journal article,1,Life Sciences,18.0,23.0
James Whitfield,England,England,Low,final course project,0,Physical Sciences,67.0,34.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,,,
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Health Sciences,25.0,34.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,38.0,24.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,18.0,36.0
Kabelo Molefe,South Africa,England,High,final course project,0,,45.0,
James Whitfield,England,England,Low,journal article,0,Life Sciences,46.0,38.0
James Whitfield,England,England,High,journal article,0,Health Sciences,32.0,28.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,44.0,
James Whitfield,England,England,High,final course project,0,Physical Sciences,86.0,23.0
James Whitfield,England,England,High,final course project,0,Life Sciences,108.0,36.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,35.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,10.0,9.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,27.0,17.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,97.0,23.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,75.0,
James Whitfield,England,England,Low,journal article,0,Physical Sciences,36.0,35.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,112.0,43.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,37.0,41.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,32.0,19.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,36.0,34.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,2.0,9.0
Kabelo Molefe,South Africa,England,High,journal article,1,Physical Sciences,13.0,15.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,135.0,
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,39.0,34.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,32.0,23.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Health Sciences,45.0,32.0
James Whitfield,England,England,High,final course project,0,Life Sciences,35.0,27.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,15.0,13.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,1,Physical Sciences,117.0,46.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,50.0,50.0
James Whitfield,England,England,High,journal article,0,Life Sciences,22.0,15.0
Kabelo Molefe,South Africa,England,Low,journal article,0,,53.0,33.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,97.0,
James Whitfield,England,South Africa,High,journal article,1,Life Sciences,53.0,33.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,47.0,21.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,46.0,
James Whitfield,England,England,High,final course project,0,Health Sciences,158.0,43.0
James Whitfield,England,England,High,journal article,0,Physical Sciences,15.0,20.0
James Whitfield,England,England,High,final course project,1,Physical Sciences,25.0,24.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,160.0,34.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,77.0,17.0
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,75.0,27.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,99.0,
James Whitfield,England,England,High,final course project,0,Physical Sciences,41.0,40.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,40.0,32.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,48.0,
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,137.0,30.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,4.0,15.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,53.0,
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,109.0,32.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,81.0,
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,56.0,19.0
Kabelo Molefe,South Africa,England,High,journal article,0,,30.0,25.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,26.0,20.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,105.0,
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,34.0,30.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,42.0,37.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,102.0,
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,20.0,20.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,32.0,24.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,104.0,27.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,43.0,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,28.0,27.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,32.0,39.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,156.0,38.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,52.0,44.0
James Whitfield,England,England,High,journal article,0,Life Sciences,16.0,
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,17.0,39.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,100.0,37.0
Kabelo Molefe,South Africa,England,Low,final course project,0,,4.0,7.0
James Whitfield,England,England,Low,final course project,0,Physical Sciences,23.0,19.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,14.0,19.0
James Whitfield,England,England,Low,journal article,0,Health Sciences,35.0,33.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,121.0,40.0
James Whitfield,England,England,High,journal article,0,Life Sciences,46.0,33.0
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,23.0,21.0
Kabelo Molefe,South Africa,England,High,final course project,0,Health Sciences,33.0,22.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,54.0,29.0
James Whitfield,England,England,Low,final course project,0,Physical Sciences,108.0,25.0
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,27.0,
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,71.0,28.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Physical Sciences,43.0,32.0
James Whitfield,England,England,Low,final course project,0,Physical Sciences,100.0,26.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,84.0,31.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,18.0,17.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,106.0,
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,41.0,32.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,52.0,24.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,26.0,30.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,55.0,46.0
James Whitfield,England,South Africa,Low,final course project,1,Physical Sciences,37.0,28.0
James Whitfield,England,England,High,journal article,1,Life Sciences,16.0,11.0
James Whitfield,England,England,High,final course project,1,Health Sciences,49.0,22.0
James Whitfield,England,South Africa,High,final course project,0,Health Sciences,35.0,38.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,,28.0,32.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,34.0,20.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Physical Sciences,30.0,19.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,12.0,14.0
James Whitfield,England,South Africa,High,final course project,1,Life Sciences,27.0,31.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,51.0,18.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,25.0,25.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,32.0,47.0
James Whitfield,England,South Africa,Low,final course project,1,Health Sciences,177.0,
Kabelo Molefe,South Africa,England,Low,journal article,0,,,
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,30.0,31.0
Kabelo Molefe,South Africa,England,Low,journal article,1,Health Sciences,44.0,46.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,54.0,33.0
James Whitfield,England,South Africa,Low,journal article,0,Social Sciences,14.0,
James Whitfield,England,South Africa,High,journal article,1,Physical Sciences,100.0,32.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,27.0,19.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,72.0,31.0
James Whitfield,England,England,High,journal article,0,Physical Sciences,62.0,16.0
James Whitfield,England,South Africa,High,journal article,1,Life Sciences,46.0,48.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,,23.0,19.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,86.0,37.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,12.0,10.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,40.0,32.0
James Whitfield,England,England,High,journal article,0,Health Sciences,65.0,
James Whitfield,England,South Africa,High,final course project,1,Physical Sciences,34.0,44.0
James Whitfield,England,South Africa,High,final course project,0,Health Sciences,51.0,50.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,137.0,30.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,13.0,11.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,32.0,21.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,107.0,48.0
James Whitfield,England,England,High,journal article,0,Health Sciences,138.0,41.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,25.0,36.0
Kabelo Molefe,South Africa,England,Low,journal article,0,,82.0,34.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Health Sciences,34.0,33.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,10.0,45.0
Kabelo Molefe,South Africa,England,High,final course project,0,Health Sciences,36.0,39.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,78.0,
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,18.0,12.0
Kabelo Molefe,South Africa,England,High,journal article,0,Health Sciences,31.0,38.0
Kabelo Molefe,South Africa,England,Low,final course project,1,Life Sciences,168.0,44.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,31.0,33.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,37.0,37.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,28.0,21.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,134.0,24.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,33.0,
James Whitfield,England,South Africa,Low,journal article,0,Health Sciences,41.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,,59.0,48.0
Kabelo Molefe,South Africa,England,High,final course project,0,,60.0,18.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,109.0,
James Whitfield,England,England,Low,journal article,0,Physical Sciences,94.0,37.0
Kabelo Molefe,South Africa,England,Low,journal article,0,,77.0,37.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,1,Health Sciences,40.0,24.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,91.0,34.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,36.0,16.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,26.0,23.0
James Whitfield,England,England,High,journal article,0,,,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,14.0,14.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Health Sciences,8.0,18.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,40.0,
James Whitfield,England,England,High,final course project,0,Physical Sciences,111.0,41.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,20.0,16.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Health Sciences,76.0,
James Whitfield,England,England,Low,journal article,0,Physical Sciences,3.0,5.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,28.0,40.0
Kabelo Molefe,South Africa,England,Low,journal article,1,Life Sciences,23.0,37.0
James Whitfield,England,England,Low,final course project,1,Life Sciences,31.0,21.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,18.0,22.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,26.0,20.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,45.0,21.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,36.0,16.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Social Sciences,9.0,15.0
James Whitfield,England,England,High,final course project,1,Life Sciences,119.0,
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,41.0,24.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,,59.0,37.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,20.0,22.0
James Whitfield,England,England,High,journal article,0,Physical Sciences,52.0,29.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,24.0,16.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Health Sciences,63.0,29.0
James Whitfield,England,South Africa,Low,journal article,0,Health Sciences,40.0,26.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,46.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,49.0,31.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,20.0,21.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,40.0,16.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,16.0,11.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,26.0,18.0
